pais,provincia_departamento,ciudad,property_type,rooms,bedrooms,bathrooms,surface_total,price_USD
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,30.0,83000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,114.0,178915.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,240.0,203688.0
Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Departamento,4.0,2.0,2.0,90.0,205000.0
Argentina,Neuquén,Añelo,Departamento,2.0,1.0,1.0,75.0,128000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,150.0,123865.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,1.0,1.0,60.0,100000.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,3.0,2.0,2.0,76.0,120000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,78.0,98541.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,86.0,280000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,45.0,80000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,36.0,35783.0
Colombia,Cundinamarca,Madrid,Apartamento,3.0,3.0,2.0,60.0,35783.0
Argentina,Capital Federal,Barrio Norte,Departamento,4.0,3.0,2.0,76.0,195000.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,54.0,78000.0
Argentina,Capital Federal,Puerto Madero,Departamento,3.0,2.0,2.0,69.0,279000.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,1.0,1.0,1.0,30.0,50000.0
Argentina,Río Negro,Villa Cerro Catedral,Departamento,3.0,2.0,2.0,100.0,200000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,94.0,115607.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,55.0,129000.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,42.0,109000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,67.0,71566.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,36.0,95000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,128.0,159648.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,65.0,33031.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,50.0,140000.0
Argentina,Capital Federal,Villa Urquiza,Departamento,5.0,4.0,3.0,198.0,450000.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,3.0,101.0,230000.0
Argentina,Capital Federal,Villa del Parque,Departamento,3.0,2.0,1.0,48.0,96000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,36.0,68900.0
Argentina,Capital Federal,Palermo,Departamento,5.0,3.0,5.0,291.0,1900007.0
Argentina,Capital Federal,Flores,Departamento,2.0,1.0,1.0,27.0,49500.0
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,38.0,68000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,42.0,69500.0
Argentina,Neuquén,Lácar,Departamento,7.0,4.0,1.0,120.0,166000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,83.0,104597.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,2.0,70.0,270000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,100.0,56427.0
Argentina,Capital Federal,Monserrat,Departamento,2.0,1.0,1.0,56.0,104900.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,66.0,264244.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,17.0,38900.0
Argentina,Capital Federal,Boedo,Departamento,2.0,1.0,1.0,34.0,80000.0
Colombia,Antioquia,Bello,Apartamento,1.0,1.0,1.0,40.0,33031.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,36.0,83000.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,29.0,80000.0
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,3.0,93.0,82576.0
Argentina,Neuquén,Neuquén,Departamento,2.0,1.0,1.0,52.0,117500.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,56.0,145000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,90.0,67437.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,169.0,247729.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,102.0,79824.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,73.0,74319.0
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,44.0,99000.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,2.0,1.0,1.0,40.0,112000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,77.0,107349.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,89.0,110102.0
Argentina,Neuquén,Neuquén,Departamento,2.0,1.0,1.0,54.0,155000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,225.0,805120.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,30.0,51900.0
Argentina,Capital Federal,Balvanera,Departamento,3.0,3.0,2.0,65.0,125000.0
Argentina,Bs.As. G.B.A. Zona Oeste,General Rodríguez,Departamento,2.0,1.0,1.0,70.0,79000.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,4.0,126.0,144509.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,2.0,1.0,1.0,44.0,89000.0
Argentina,Capital Federal,San Nicolás,Departamento,2.0,1.0,1.0,28.0,67000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,70.0,151390.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,56.0,125000.0
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,2.0,54.0,144990.0
Argentina,Córdoba,Villa Carlos Paz,Departamento,2.0,1.0,1.0,50.0,72000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,101.0,111478.0
Colombia,Antioquia,Medellín,Apartamento,4.0,4.0,3.0,105.0,104597.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,66.0,190000.0
Argentina,Capital Federal,Barrio Norte,Departamento,4.0,3.0,3.0,115.0,315000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60.0,24773.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,204.0,330306.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,86.0,90834.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,90.0,79824.0
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,2.0,1.0,1.0,52.0,139000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,124.0,165153.0
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,2.0,1.0,1.0,57.0,190000.0
Argentina,Salta,Salta,Departamento,2.0,1.0,1.0,38.0,83000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,156.0,217451.0
Argentina,Santa Fe,Rosario,Departamento,8.0,4.0,3.0,180.0,300000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,84.0,70190.0
Argentina,Buenos Aires Costa Atlántica,Santa Clara del Mar,Departamento,2.0,1.0,1.0,43.0,68000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,4.0,2.0,1.0,49.0,135000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,1.0,72.0,125000.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,2.0,240.0,825000.0
Argentina,Capital Federal,Puerto Madero,Departamento,3.0,2.0,2.0,192.0,1250000.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,69.0,165000.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,36.0,90000.0
Colombia,Antioquia,Bello,Apartamento,2.0,2.0,2.0,57.0,41288.0
Colombia,Santander,Bucaramanga,Apartamento,1.0,1.0,1.0,35.0,18717.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,81.0,148637.0
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,81.0,218000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,135.0,123865.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,55.0,205000.0
Argentina,Mendoza,Godoy Cruz,Departamento,2.0,1.0,1.0,42.0,79000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,57.0,37159.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,106.0,440000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,3.0,170.0,275255.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,4.0,97.0,123865.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,92.0,143132.0
Argentina,Capital Federal,Barracas,Departamento,3.0,2.0,1.0,53.0,130000.0
Colombia,Antioquia,Medellín,Apartamento,4.0,4.0,2.0,106.0,96339.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,94.0,116983.0
Argentina,Buenos Aires Costa Atlántica,Costa del Este,Departamento,4.0,3.0,3.0,90.0,205000.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,45.0,125000.0
Argentina,Santa Fe,Santa Fe,Departamento,4.0,2.0,2.0,65.0,205000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,67.0,210000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,30.0,64900.0
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,2.0,1.0,1.0,40.0,73000.0
Argentina,Capital Federal,Villa Urquiza,Departamento,1.0,1.0,1.0,33.0,94900.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,40.0,79900.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,34.0,82000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,1.0,60.0,79000.0
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,1.0,46.0,150000.0
Colombia,Valle del Cauca,Palmira,Apartamento,2.0,2.0,1.0,51.0,33031.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,2.0,1.0,1.0,41.0,79000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,69.0,118359.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,64.0,51748.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,100.0,158271.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,1.0,84.0,180000.0
Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Departamento,3.0,2.0,1.0,49.0,93000.0
Colombia,Córdoba,Pueblo Nuevo,Apartamento,3.0,3.0,1.0,40.0,44041.0
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,2.0,1.0,1.0,46.0,77000.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,82.0,255000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,54.0,107500.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,156.0,357831.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,192.0,126617.0
Argentina,Capital Federal,Congreso,Departamento,5.0,4.0,2.0,130.0,163000.0
Colombia,Atlántico,Puerto Colombia,Apartamento,3.0,3.0,4.0,109.0,88081.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,3.0,266.0,1680000.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,2.0,127.0,480000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60.0,35783.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,98.0,184421.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,1.0,87.0,121112.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,59.0,110000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,1.0,1.0,171.0,174000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,97.0,154143.0
Colombia,Antioquia,Marinilla,Apartamento,3.0,3.0,3.0,128.0,74319.0
Colombia,Valle del Cauca,Cali,Apartamento,4.0,4.0,4.0,214.0,233966.0
Argentina,Capital Federal,Barrio Norte,Departamento,3.0,2.0,1.0,62.0,255000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60.0,39912.0
Argentina,Capital Federal,Nuñez,Departamento,2.0,1.0,1.0,44.0,109000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,41.0,67000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,64.0,85329.0
Argentina,Santa Fe,Rosario,Departamento,3.0,1.0,1.0,35.0,71500.0
Argentina,Capital Federal,Centro / Microcentro,Departamento,3.0,2.0,2.0,85.0,145000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,126.0,148637.0
Argentina,Río Negro,San Carlos de Bariloche,Departamento,3.0,2.0,2.0,72.0,165000.0
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,2.0,1.0,1.0,46.0,77000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,1.0,1.0,50.0,69000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,1.0,1.0,1.0,30.0,56000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39.0,80000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,70.0,68814.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,55.0,119000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,66.0,190000.0
Argentina,Capital Federal,Nuñez,Departamento,2.0,1.0,1.0,40.0,90000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,54.0,145000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,95.0,96339.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,143.0,170658.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,32.0,132900.0
Argentina,Capital Federal,Flores,Departamento,2.0,1.0,1.0,45.0,83000.0
Colombia,Quindío,Armenia,Apartamento,3.0,3.0,2.0,78.0,41288.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,40.0,110000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,45.0,68814.0
Argentina,Córdoba,Córdoba,Departamento,5.0,2.0,1.0,70.0,35000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,36.0,87000.0
Argentina,Capital Federal,Barrio Norte,Departamento,4.0,2.0,1.0,108.0,285000.0
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,115.0,320000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,89.0,94963.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,1.0,38.0,46793.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,37.0,105000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,3.0,172.0,214699.0
Argentina,Santa Fe,Rosario,Departamento,3.0,1.0,1.0,30.0,45000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,2.0,132.0,244700.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,1.0,54.0,45968.0
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,144.0,448000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,45.0,195749.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,1.0,58.0,95000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,54.0,210000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,145.0,178915.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,82.0,99092.0
Argentina,Bs.As. G.B.A. Zona Norte,José C Paz,Departamento,2.0,1.0,1.0,40.0,48000.0
Argentina,Capital Federal,Liniers,Departamento,4.0,3.0,3.0,90.0,295000.0
Argentina,Capital Federal,Recoleta,Departamento,6.0,3.0,2.0,296.0,1390000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,73.0,71566.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,160.0,214699.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,71.0,63309.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,29.0,55000.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,42.0,107000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,126.0,189926.0
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,3.0,2.0,2.0,127.0,104900.0
Argentina,Capital Federal,San Telmo,Departamento,3.0,2.0,1.0,84.0,255000.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,178.0,118359.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,67.0,335000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40.0,70000.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,1.0,55.0,135000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,87.0,200000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,85.0,178915.0
Argentina,Capital Federal,Villa Crespo,Departamento,1.0,1.0,1.0,37.0,110000.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,53.0,150000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,4.0,3.0,2.0,138.0,275000.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,60.0,57803.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,69.0,64685.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,77.0,68814.0
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,170.0,830000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,161.0,193069.0
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,82.0,185000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,2.0,52.0,77900.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,149.0,143132.0
Argentina,Chubut,Trelew,Departamento,1.0,1.0,1.0,41.0,60000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,75000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,38.0,78800.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,2.0,1.0,1.0,40.0,69000.0
Argentina,Río Negro,Cipolletti,Departamento,2.0,1.0,1.0,49.0,87300.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,91.0,112854.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,88.0,127993.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,72.0,68814.0
Argentina,Capital Federal,San Nicolás,Departamento,3.0,2.0,1.0,43.0,79000.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,33.0,90000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,3.0,140.0,198183.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,40.0,77000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,5.0,204.0,316543.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,51.0,145000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,127.0,344068.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,3.0,2.0,2.0,70.0,250000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,2.0,55.0,89900.0
Argentina,Capital Federal,Barracas,Departamento,1.0,1.0,1.0,26.0,62000.0
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,54.0,169000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,120.0,109551.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,1.0,59.0,53675.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,41.0,59000.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,32.0,74900.0
Colombia,Antioquia,Bello,Apartamento,2.0,2.0,2.0,60.0,27250.0
Colombia,Santander,Bucaramanga,Apartamento,4.0,4.0,5.0,165.0,357831.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,244.0,605560.0
Argentina,Capital Federal,Balvanera,Departamento,1.0,1.0,1.0,44.0,99000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,75.0,42664.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,40.0,78000.0
Argentina,Capital Federal,Monserrat,Departamento,2.0,1.0,1.0,43.0,90000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,64000.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,1.0,55.0,140000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,231.0,265621.0
Argentina,Neuquén,Lácar,Departamento,3.0,2.0,1.0,53.0,159000.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,42.0,100000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,94.0,200936.0
Argentina,San Luis,San Francisco del Monte de Oro,Departamento,1.0,1.0,1.0,20.0,15500.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,2.0,124.0,215000.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,35.0,90000.0
Colombia,Cundinamarca,Chía,Apartamento,1.0,1.0,2.0,47.0,48170.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,122.0,159648.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,25.0,52000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,66.0,75695.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,106.0,440000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,76.0,52298.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,120.0,115604.0
Colombia,Antioquia,Envigado,Apartamento,4.0,4.0,5.0,157.0,153867.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,75000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,245.0,258739.0
Colombia,Cundinamarca,Zipaquirá,Apartamento,3.0,3.0,2.0,97.0,82576.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,45.0,60000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,43.0,84000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,63.0,95789.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,28.0,65000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,90.0,112854.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,26.0,67000.0
Argentina,Capital Federal,Las Cañitas,Departamento,3.0,2.0,2.0,114.0,274000.0
Argentina,Buenos Aires Interior,Bahía Blanca,Departamento,3.0,2.0,2.0,95.0,128000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,54.0,85329.0
Argentina,Buenos Aires Interior,Pergamino,Departamento,6.0,3.0,2.0,90.0,175000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,30.0,45000.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,82.0,185000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,115.0,107349.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,93.0,85329.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,3.0,89.0,90834.0
Argentina,Capital Federal,Palermo,Departamento,6.0,3.0,2.0,175.0,860000.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,51.0,170000.0
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,100.0,180000.0
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,37.0,55000.0
Argentina,Capital Federal,Parque Chacabuco,Departamento,2.0,1.0,1.0,43.0,80000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,1.0,1.0,1.0,28.0,47000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,3.0,266.0,1680000.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,50.0,140000.0
Colombia,Antioquia,Envigado,Apartamento,2.0,2.0,2.0,65.0,81200.0
Argentina,Santa Fe,Santa Fe,Departamento,2.0,1.0,1.0,36.0,66000.0
Argentina,Mendoza,Godoy Cruz,Departamento,4.0,3.0,1.0,73.0,53000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,1.0,1.0,38.0,70000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,144.0,233966.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,3.0,101.0,230000.0
Argentina,Capital Federal,Puerto Madero,Departamento,1.0,1.0,1.0,48.0,290000.0
Argentina,Capital Federal,Flores,Departamento,3.0,2.0,1.0,63.0,132000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,60.0,118359.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,3.0,2.0,1.0,63.0,120000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,60.0,180000.0
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,2.0,1.0,1.0,38.0,82000.0
